run_id,task,variant,scale,seed_index,active_parameter_count,target_active_parameters,active_capacity_match_error,padding_parameter_count,route_feature_dim,test_mse,test_nmse,test_nrmse,test_mae,test_p95_to_median_abs_error,total_seconds,fixed_component,variant_semantics,run_path
p5_pilot_switching_narma_controlled_P1M_DDmL_s2,switching_narma_controlled,DD-L,P1M,2,999801,1000000,0.000199,0,64,0.0023358850739896297,0.015359516255557537,0.12393351644277573,0.0375279001891613,3.268594741821289,2.6019173287786543,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_DDmL_s2
p5_pilot_switching_narma_controlled_P1M_KCmLV_s0,switching_narma_controlled,KC-LV,P1M,0,999801,1000000,0.000199,0,64,0.0053733643144369125,0.02132890745997429,0.14604419469833374,0.0525338351726532,4.253902435302734,2.152138056932017,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_KCmLV_s0
p5_pilot_switching_narma_controlled_P1M_KCmLV_s1,switching_narma_controlled,KC-LV,P1M,1,999801,1000000,0.000199,0,64,0.00395699730142951,0.04626686871051788,0.2150973528623581,0.04856966808438301,2.866676092147827,2.7401572801172733,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_KCmLV_s1
p5_pilot_switching_narma_controlled_P1M_KCmLV_s2,switching_narma_controlled,KC-LV,P1M,2,999801,1000000,0.000199,0,64,0.0026700757443904877,0.017556972801685333,0.1325027197599411,0.04396026208996773,2.071284294128418,2.406602307688445,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_KCmLV_s2
p5_pilot_switching_narma_controlled_P1M_RFF_s0,switching_narma_controlled,RFF,P1M,0,999961,1000000,3.9e-05,0,0,0.3272152841091156,1.2988407611846924,1.1396669149398804,0.45121511816978455,3.4800662994384766,0.48734221793711185,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFF_s0
p5_pilot_switching_narma_controlled_P1M_RFF_s1,switching_narma_controlled,RFF,P1M,1,999961,1000000,3.9e-05,0,0,0.09705585986375809,1.1348177194595337,1.065278172492981,0.23474229872226715,3.7040069103240967,0.5179089149460196,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFF_s1
p5_pilot_switching_narma_controlled_P1M_RFF_s2,switching_narma_controlled,RFF,P1M,2,999961,1000000,3.9e-05,0,0,0.15084217488765717,0.9918565154075623,0.995919942855835,0.2982041835784912,3.6289656162261963,0.5743645648472011,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFF_s2
p5_pilot_switching_narma_controlled_P1M_RFmFULL_s0,switching_narma_controlled,RF-FULL,P1M,0,999801,1000000,0.000199,0,64,0.01257616002112627,0.04991951584815979,0.22342675924301147,0.08080532401800156,4.425441741943359,1.7079483300913125,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFmFULL_s0
p5_pilot_switching_narma_controlled_P1M_RFmFULL_s1,switching_narma_controlled,RF-FULL,P1M,1,999801,1000000,0.000199,0,64,0.008507038466632366,0.09946785122156143,0.31538525223731995,0.06461817026138306,4.656322002410889,1.3271062921267003,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFmFULL_s1
p5_pilot_switching_narma_controlled_P1M_RFmFULL_s2,switching_narma_controlled,RF-FULL,P1M,2,999801,1000000,0.000199,0,64,0.006321421358734369,0.04156624525785446,0.2038780152797699,0.06043911352753639,3.2962350845336914,1.3434401808772236,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFmFULL_s2
p5_pilot_switching_narma_controlled_P1M_RFmKV_s0,switching_narma_controlled,RF-KV,P1M,0,999801,1000000,0.000199,0,64,0.005375554785132408,0.0213376022875309,0.14607396721839905,0.06123367324471474,2.279235363006592,2.145408655051142,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFmKV_s0
p5_pilot_switching_narma_controlled_P1M_RFmKV_s1,switching_narma_controlled,RF-KV,P1M,1,999801,1000000,0.000199,0,64,0.0029150526970624924,0.0340840145945549,0.18461856245994568,0.03517948463559151,4.235988616943359,2.1565375190693885,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFmKV_s1
p5_pilot_switching_narma_controlled_P1M_RFmKV_s2,switching_narma_controlled,RF-KV,P1M,2,999801,1000000,0.000199,0,64,0.0026650226209312677,0.01752374693751335,0.1323772817850113,0.03884202986955643,3.745051622390747,2.3931796150282025,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P1M_RFmKV_s2
p5_pilot_switching_narma_controlled_P250_D0_s0,switching_narma_controlled,D0,P250,0,249969,250000,0.000124,0,64,0.004269633907824755,0.05335580185055733,0.2309887409210205,0.04842841252684593,4.200961112976074,1.7826428669504821,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_D0_s0
p5_pilot_switching_narma_controlled_P250_D0_s1,switching_narma_controlled,D0,P250,1,249969,250000,0.000124,0,64,0.004887614399194717,0.033517252653837204,0.18307718634605408,0.047075722366571426,5.353506088256836,1.7204362940974534,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_D0_s1
p5_pilot_switching_narma_controlled_P250_D0_s2,switching_narma_controlled,D0,P250,2,249969,250000,0.000124,0,64,0.006147242616862059,0.04176928475499153,0.20437535643577576,0.0585126094520092,3.3001883029937744,1.6133010790217668,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_D0_s2
p5_pilot_switching_narma_controlled_P250_DDmL_s0,switching_narma_controlled,DD-L,P250,0,250553,250000,0.002212,0,64,0.006494512781500816,0.08115916699171066,0.2848844826221466,0.0543656200170517,5.885797500610352,2.189852983923629,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_DDmL_s0
p5_pilot_switching_narma_controlled_P250_DDmL_s1,switching_narma_controlled,DD-L,P250,1,250553,250000,0.002212,0,64,0.004772379994392395,0.03272702172398567,0.18090611696243286,0.048978835344314575,4.027682781219482,2.49125601304695,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_DDmL_s1
p5_pilot_switching_narma_controlled_P250_DDmL_s2,switching_narma_controlled,DD-L,P250,2,250553,250000,0.002212,0,64,0.009616857394576073,0.06534462422132492,0.25562596321105957,0.0710766389966011,3.9154019355773926,2.374344940064475,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_DDmL_s2
p5_pilot_switching_narma_controlled_P250_KCmLV_s0,switching_narma_controlled,KC-LV,P250,0,250553,250000,0.002212,0,64,0.004837081301957369,0.060446951538324356,0.24585962295532227,0.05114871263504028,4.134312152862549,2.274590251967311,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_KCmLV_s0
p5_pilot_switching_narma_controlled_P250_KCmLV_s1,switching_narma_controlled,KC-LV,P250,1,250553,250000,0.002212,0,64,0.005346047226339579,0.036660995334386826,0.19147060811519623,0.05646257475018501,3.140556812286377,2.370676936581731,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_KCmLV_s1
p5_pilot_switching_narma_controlled_P250_KCmLV_s2,switching_narma_controlled,KC-LV,P250,2,250553,250000,0.002212,0,64,0.009160888381302357,0.062246404588222504,0.24949230253696442,0.07081180065870285,3.6743743419647217,2.08601977606304,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_KCmLV_s2
p5_pilot_switching_narma_controlled_P250_RFF_s0,switching_narma_controlled,RFF,P250,0,249991,250000,3.6e-05,0,0,0.0819234699010849,1.023762822151184,1.01181161403656,0.2180580347776413,3.8060240745544434,0.4838201361708343,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFF_s0
p5_pilot_switching_narma_controlled_P250_RFF_s1,switching_narma_controlled,RFF,P250,1,249991,250000,3.6e-05,0,0,0.19523292779922485,1.3388272523880005,1.1570770740509033,0.3586353361606598,2.6235153675079346,0.5244462450500578,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFF_s1
p5_pilot_switching_narma_controlled_P250_RFF_s2,switching_narma_controlled,RFF,P250,2,249991,250000,3.6e-05,0,0,0.2416001558303833,1.6416248083114624,1.2812590599060059,0.38534533977508545,3.141056537628174,0.5101762833073735,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFF_s2
p5_pilot_switching_narma_controlled_P250_RFmFULL_s0,switching_narma_controlled,RF-FULL,P250,0,250553,250000,0.002212,0,64,0.007704775780439377,0.09628330916166306,0.3102955222129822,0.06329000741243362,4.475239276885986,1.40413834201172,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFmFULL_s0
p5_pilot_switching_narma_controlled_P250_RFmFULL_s1,switching_narma_controlled,RF-FULL,P250,1,250553,250000,0.002212,0,64,0.013269975781440735,0.0910000428557396,0.3016621470451355,0.08667813986539841,3.5827858448028564,1.269116003997624,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFmFULL_s1
p5_pilot_switching_narma_controlled_P250_RFmFULL_s2,switching_narma_controlled,RF-FULL,P250,2,250553,250000,0.002212,0,64,0.0347101204097271,0.2358483374118805,0.4856421947479248,0.15659505128860474,2.4688942432403564,1.8128291270695627,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFmFULL_s2
p5_pilot_switching_narma_controlled_P250_RFmKV_s0,switching_narma_controlled,RF-KV,P250,0,250553,250000,0.002212,0,64,0.006360749248415232,0.07948757708072662,0.2819354236125946,0.053653549402952194,6.231502532958984,2.09365295805037,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFmKV_s0
p5_pilot_switching_narma_controlled_P250_RFmKV_s1,switching_narma_controlled,RF-KV,P250,1,250553,250000,0.002212,0,64,0.004778618458658457,0.03276980295777321,0.18102431297302246,0.04891433194279671,3.9211506843566895,2.087544118054211,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFmKV_s1
p5_pilot_switching_narma_controlled_P250_RFmKV_s2,switching_narma_controlled,RF-KV,P250,2,250553,250000,0.002212,0,64,0.00954486709088087,0.06485546380281448,0.25466734170913696,0.07076887041330338,3.951136350631714,2.260136380791664,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_switching_narma_controlled_P250_RFmKV_s2
