best_validation_mse,condition,memory_freeze_step,memory_protocol,memory_trace_points,parameter_count,run_id,run_path,scale,seed,status,task,test_mae,test_mse,total_seconds,train_mse,trainable_parameter_count,training_samples,training_steps,validation_mae,validation_mse,variant
0.004788900041603483,separated,,joint,0,1000000,p4_switching_mackey_glass_separated_D0_M_s375082,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_D0_M_s375082,M,375082,complete,switching_mackey_glass,0.06933229288551956,0.007234577082272153,2.439273547846824,0.007209673465695232,1000000,7680,480,0.07044797134585679,0.007673939529922791,D0
0.0030201525769371074,separated,,joint,0,1000000,p4_switching_mackey_glass_separated_D0_M_s38434,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_D0_M_s38434,M,38434,complete,switching_mackey_glass,0.04444286634679884,0.002945394047856098,2.349407523870468,0.0027989440040983027,1000000,7680,480,0.04500944848405197,0.0030201525769371074,D0
0.008834295502553383,separated,,joint,0,250000,p4_switching_mackey_glass_separated_D0_S_s160890,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_D0_S_s160890,S,160890,complete,switching_mackey_glass,0.0775749551753203,0.009191537803659836,1.2235836489126086,0.011572309439846626,250000,7680,240,0.07615095749497414,0.008860545326024294,D0
0.010576804199566444,separated,,joint,0,250000,p4_switching_mackey_glass_separated_D0_S_s789565,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_D0_S_s789565,S,789565,complete,switching_mackey_glass,0.0719644362727801,0.007738360840206345,1.4517921842634678,0.010592331886679554,250000,7680,240,0.08211631154020628,0.010576804199566444,D0
0.004666639582865173,separated,,joint,13,1000000,p4_switching_mackey_glass_separated_DDmb_M_s375082,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmb_M_s375082,M,375082,complete,switching_mackey_glass,0.0704298394266516,0.006980894555454142,3.137832882348448,0.006816307104600128,1000000,7680,480,0.06978155567776412,0.006980331883823965,DD-b
0.005479337942233542,separated,,joint,13,1000000,p4_switching_mackey_glass_separated_DDmb_M_s38434,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmb_M_s38434,M,38434,complete,switching_mackey_glass,0.0631050081574358,0.006376121298671933,3.5253255038987845,0.005534238738619024,1000000,7680,480,0.062547487905249,0.006366630415868713,DD-b
0.009066039075454077,separated,,joint,13,250000,p4_switching_mackey_glass_separated_DDmb_S_s160890,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmb_S_s160890,S,160890,complete,switching_mackey_glass,0.07642491534352303,0.009220186372598011,2.1356445476412773,0.011603320812961707,250000,7680,240,0.07724947308500608,0.009066039075454077,DD-b
0.009772923371444146,separated,,joint,13,250000,p4_switching_mackey_glass_separated_DDmb_S_s789565,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmb_S_s789565,S,789565,complete,switching_mackey_glass,0.06251489892601966,0.006260164928001662,2.1235177079215646,0.009726349904667586,250000,7680,240,0.07936258390545844,0.009772923371444146,DD-b
0.0035242618087067967,separated,360,warmup_then_freeze,14,1000000,p4_switching_mackey_glass_separated_DDmbmstaged_M_s375082,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmbmstaged_M_s375082,M,375082,complete,switching_mackey_glass,0.045129959064070135,0.0033147324375022436,3.513445537071675,0.003288193303887965,993856,7680,480,0.04782375646755099,0.0035242618087067967,DD-b-staged
0.0044967271242057905,separated,360,warmup_then_freeze,14,1000000,p4_switching_mackey_glass_separated_DDmbmstaged_M_s38434,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmbmstaged_M_s38434,M,38434,complete,switching_mackey_glass,0.05386014672694728,0.0046854507072566776,3.5772919710725546,0.004562657612041221,993856,7680,480,0.05618002259870991,0.005057273679994978,DD-b-staged
0.00841035796329379,separated,180,warmup_then_freeze,14,250000,p4_switching_mackey_glass_separated_DDmbmstaged_S_s160890,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmbmstaged_S_s160890,S,160890,complete,switching_mackey_glass,0.07621096993486086,0.009127584875871737,2.1762541462667286,0.011595257635538777,247952,7680,240,0.0748275006810824,0.00841035796329379,DD-b-staged
0.008832547642911474,separated,180,warmup_then_freeze,14,250000,p4_switching_mackey_glass_separated_DDmbmstaged_S_s789565,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_DDmbmstaged_S_s789565,S,789565,complete,switching_mackey_glass,0.06609926621119182,0.006425213348120451,2.165191694162786,0.009736378424956152,247952,7680,240,0.07652330100536346,0.008832547642911474,DD-b-staged
0.004545035852061119,separated,,joint,13,1000000,p4_switching_mackey_glass_separated_RFmb_M_s375082,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_RFmb_M_s375082,M,375082,complete,switching_mackey_glass,0.06817252456676215,0.006581648813153151,3.414496063720435,0.006429025932447985,993856,7680,480,0.06754186109174043,0.0065852848056238145,RF-b
0.005782937489129836,separated,,joint,13,1000000,p4_switching_mackey_glass_separated_RFmb_M_s38434,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_RFmb_M_s38434,M,38434,complete,switching_mackey_glass,0.0647811038652435,0.006694870098726824,3.474192100111395,0.005898961226193933,993856,7680,480,0.06454587198095396,0.006716274327118299,RF-b
0.009100705105811357,separated,,joint,13,250000,p4_switching_mackey_glass_separated_RFmb_S_s160890,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_RFmb_S_s160890,S,160890,complete,switching_mackey_glass,0.07661924163500468,0.009273748813817899,2.1116072989534587,0.011663080910996845,247952,7680,240,0.07742115085323652,0.009100705105811357,RF-b
0.009928811651964983,separated,,joint,13,250000,p4_switching_mackey_glass_separated_RFmb_S_s789565,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_mackey_glass_separated_RFmb_S_s789565,S,789565,complete,switching_mackey_glass,0.06280994340777397,0.006357559026218951,2.132585900137201,0.009841032258312529,247952,7680,240,0.07994408756494523,0.009928811651964983,RF-b
0.4591637975536287,recurring,,joint,0,1000000,p4_switching_narma_recurring_D0_M_s144282,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_narma_recurring_D0_M_s144282,M,144282,complete,switching_narma,0.4797364789992571,0.40019915299490094,1.955006052274257,0.49829342402517796,1000000,7680,480,0.51745964307338,0.465662544593215,D0
0.5660670837387443,recurring,,joint,0,1000000,p4_switching_narma_recurring_D0_M_s830184,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_narma_recurring_D0_M_s830184,M,830184,complete,switching_narma,0.5684015015140176,0.5391233307309449,2.3546271841041744,0.5685803820379078,1000000,7680,480,0.627071050927043,0.6570458286441863,D0
0.4456519529223442,recurring,,joint,0,250000,p4_switching_narma_recurring_D0_S_s241314,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_narma_recurring_D0_S_s241314,S,241314,complete,switching_narma,0.5202821612358093,0.46982135275999704,1.208830437157303,0.5064372618993124,250000,7680,240,0.50945543050766,0.4456519529223442,D0
0.581358152627945,recurring,,joint,0,250000,p4_switching_narma_recurring_D0_S_s340360,/blue/uf-dsi/rvalle1/KAM/results/phase4/factorial_screen/runs/p4_switching_narma_recurring_D0_S_s340360,S,340360,complete,switching_narma,0.49846710364023844,0.4224373499552409,1.229713074862957,0.5273382924497128,250000,7680,240,0.5880938669045767,0.5845712840557098,D0
